"item1"	"item2"	"correlation"
"35155"	"koalíció"	"kutatás"	0.184011898326185
"35156"	"kutató"	"kutatás"	0.251520022117264
"35157"	"rámutat"	"kutatás"	0.19633968132337
"35158"	"választó"	"kutatás"	0.16130274847958
"35159"	"arány"	"kutatás"	0.201338241435831
"35160"	"tábor"	"kutatás"	0.279528133609122
"35161"	"aktív"	"kutatás"	0.23633220242723
"35162"	"népesség"	"kutatás"	0.249938008270233
"35163"	"említ"	"kutatás"	0.112837534706859
"35164"	"elér"	"kutatás"	0.101188442257437
"35165"	"hozott"	"kutatás"	0.119407397606293
"35166"	"megítélés"	"kutatás"	0.136360146615045
"35167"	"közvélemény"	"kutatás"	0.422462095161097
"35168"	"kétharmad"	"kutatás"	0.135221904059592
"35169"	"fos"	"kutatás"	0.104827850461212
"35170"	"minta"	"kutatás"	0.201021441506774
"35171"	"simicska"	"kutatás"	0.10081839896172
"35172"	"szavazó"	"kutatás"	0.390752981056137
"35173"	"eközben"	"kutatás"	0.124384634378603
"35174"	"miképpen"	"kutatás"	0.117124391878164
"35175"	"tüntetés"	"kutatás"	0.166555623304641
"35176"	"meglehetosen"	"kutatás"	0.119407397606293
"35177"	"sennels"	"kutatás"	0.146369798367851
"35178"	"érint"	"kutatás"	0.105997750611263
"35179"	"veszt"	"kutatás"	0.137844678279326
"35180"	"pártválasztó"	"kutatás"	0.31409179858431
"35181"	"helyszín"	"messze"	0.123185252070077
"35182"	"lo"	"messze"	0.12298329007137
"35183"	"étterem"	"messze"	0.162981630471777
"35184"	"jelent"	"messze"	0.131811813632634
"35185"	"közös"	"messze"	0.167531492242024
"35186"	"verseny"	"messze"	0.140211632639214
"35187"	"kilenc"	"messze"	0.10064664681875
"35188"	"szerencsétlen"	"messze"	0.107895693540903
"35189"	"körülmény"	"messze"	0.101256072532663
"35190"	"birtok"	"messze"	0.101314064142015
"35191"	"magyarázat"	"messze"	0.115454434794475
"35192"	"bíz"	"messze"	0.108427420505099
"35193"	"fal"	"messze"	0.147908759672744
"35194"	"akadály"	"messze"	0.107914882357234
"35195"	"haladó"	"messze"	0.159786785242657
"35196"	"megismer"	"messze"	0.110528240896928
"35197"	"esemény"	"messze"	0.104731066291471
"35198"	"alatti"	"messze"	0.106244899274154
"35199"	"végso"	"messze"	0.131896027557264
"35200"	"másrészt"	"messze"	0.127305278170445
"35201"	"ablak"	"messze"	0.157309348509472
"35202"	"kudarc"	"messze"	0.104027555360997
"35203"	"máris"	"messze"	0.12697984089948
"35204"	"cnn"	"messze"	0.121335562773039
"35205"	"alap"	"megállapítás"	0.124481827277118
"35206"	"bíróság"	"megállapítás"	0.114683990188123
"35207"	"hitel"	"megállapítás"	0.129954690976625
"35208"	"hangzik"	"megállapítás"	0.101098169596275
"35209"	"terület"	"megállapítás"	0.113653647365354
"35210"	"semmilyen"	"megállapítás"	0.115640464240348
"35211"	"tekintet"	"megállapítás"	0.156015594742275
"35212"	"szükséges"	"megállapítás"	0.14028199945371
"35213"	"határoz"	"megállapítás"	0.138867995891336
"35214"	"akár"	"megállapítás"	0.115998945903576
"35215"	"rendelkezés"	"megállapítás"	0.151730782859275
"35216"	"tényleges"	"megállapítás"	0.142353416087722
"35217"	"tolvaj"	"megállapítás"	0.175434207864467
"35218"	"jogszabály"	"megállapítás"	0.127622727653267
"35219"	"esemény"	"megállapítás"	0.107045411123173
"35220"	"nagyjából"	"megállapítás"	0.108674543374696
"35221"	"alkalmazás"	"megállapítás"	0.109864825508092
"35222"	"gyanúsított"	"megállapítás"	0.129058499898284
"35223"	"embertelen"	"megállapítás"	0.126182717700132
"35224"	"nyomozás"	"megállapítás"	0.160473119412134
"35225"	"apróság"	"megállapítás"	0.108190899134227
"35226"	"elony"	"megállapítás"	0.126208830019287
"35227"	"megállapít"	"megállapítás"	0.125059047710456
"35228"	"helsinki"	"megállapítás"	0.128872000095789
"35229"	"papírtigris"	"megállapítás"	0.140755862354555
"35230"	"vesz"	"szélsoséges"	0.130958273857589
"35231"	"egyház"	"szélsoséges"	0.12082745861077
"35232"	"békés"	"szélsoséges"	0.120550171046638
"35233"	"számos"	"szélsoséges"	0.100092602184185
"35234"	"öt"	"szélsoséges"	0.103354402883977
"35235"	"sorol"	"szélsoséges"	0.103532919849472
"35236"	"rasszizmus"	"szélsoséges"	0.134578997179826
"35237"	"gyulölet"	"szélsoséges"	0.114708145984538
"35238"	"személy"	"szélsoséges"	0.110770588510902
"35239"	"következtetés"	"szélsoséges"	0.135159727718218
"35240"	"jut"	"szélsoséges"	0.100629114015862
"35241"	"csoport"	"szélsoséges"	0.118703243753615
"35242"	"egyébként"	"szélsoséges"	0.12588208414046
"35243"	"szerzo"	"szélsoséges"	0.106594217397731
"35244"	"féle"	"szélsoséges"	0.117125721332798
"35245"	"készült"	"szélsoséges"	0.103821677400182
"35246"	"tamás"	"szélsoséges"	0.106284458581306
"35247"	"megnyilvánulás"	"szélsoséges"	0.109193438364287
"35248"	"igyekezik"	"szélsoséges"	0.13449338115038
"35249"	"radikális"	"szélsoséges"	0.141817858313046
"35250"	"központ"	"szélsoséges"	0.110450702523173
"35251"	"gyökér"	"szélsoséges"	0.134578997179826
"35252"	"holland"	"szélsoséges"	0.112890082827516
"35253"	"la"	"szélsoséges"	0.105830626268365
"35254"	"ukrán"	"szélsoséges"	0.247714915144037
"35255"	"iszlamista"	"szélsoséges"	0.221924448739296
"35256"	"amerikai"	"szélsoséges"	0.116432744580761
"35257"	"börtön"	"szélsoséges"	0.132248040674186
"35258"	"holokauszt"	"szélsoséges"	0.122613238071435
"35259"	"található"	"szélsoséges"	0.135291627669891
"35260"	"iránt"	"szélsoséges"	0.106244784447604
"35261"	"kereszt"	"szélsoséges"	0.148287970752496
"35262"	"konrád"	"szélsoséges"	0.269767043015596
"35263"	"terrortámadás"	"szélsoséges"	0.102823981336844
"35264"	"ös"	"szélsoséges"	0.119770972676939
"35265"	"john"	"szélsoséges"	0.112906079688353
"35266"	"vona"	"online"	0.104294998774292
"35267"	"allah"	"online"	0.10248760712385
"35268"	"étterem"	"online"	0.121856159486502
"35269"	"facebook"	"online"	0.11185447885431
"35270"	"töröl"	"online"	0.11048199093072
"35271"	"panasz"	"online"	0.137622438568726
"35272"	"gábor"	"online"	0.104534028469078
"35273"	"fórum"	"online"	0.193079863694179
"35274"	"álláspont"	"online"	0.11562386091105
"35275"	"poszt"	"online"	0.155886525781839
"35276"	"vidéki"	"online"	0.117624173271985
"35277"	"osztrák"	"online"	0.117970337859233
"35278"	"die"	"online"	0.220141541253322
"35279"	"idok"	"online"	0.102074192573814
"35280"	"zeitung"	"online"	0.163471356282209
"35281"	"intézkedés"	"rendori"	0.15167575752005
"35282"	"sot"	"rendori"	0.116635821939704
"35283"	"amúgy"	"rendori"	0.107254807202263
"35284"	"polgármester"	"rendori"	0.131984592879895
"35285"	"helyszín"	"rendori"	0.143269153045595
"35286"	"jelenlét"	"rendori"	0.38203144390729
"35287"	"rendorség"	"rendori"	0.166277847465411
"35288"	"gyilkosság"	"rendori"	0.160443561662947
"35289"	"figyelem"	"rendori"	0.106010215042212
"35290"	"bizottság"	"rendori"	0.161393938699724
"35291"	"hangulat"	"rendori"	0.263046576966088
"35292"	"balhé"	"rendori"	0.10335838376118
"35293"	"nyugodt"	"rendori"	0.139256389393928
"35294"	"eljárás"	"rendori"	0.239680039778116
"35295"	"nemrég"	"rendori"	0.105509552439665
"35296"	"rendor"	"rendori"	0.305568250028803
"35297"	"feljelentés"	"rendori"	0.175292743731117
"35298"	"megállít"	"rendori"	0.116649377810392
"35299"	"riport"	"rendori"	0.210862071856213
"35300"	"nevetséges"	"rendori"	0.111188548361436
"35301"	"péntek"	"rendori"	0.121642126864792
"35302"	"december"	"rendori"	0.100396903994631
"35303"	"tolvaj"	"rendori"	0.408012488581179
"35304"	"magyarázat"	"rendori"	0.111200974427122
"35305"	"puszta"	"rendori"	0.130153586140383
"35306"	"ketto"	"rendori"	0.164758745215391
"35307"	"hogyha"	"rendori"	0.101275116780276
"35308"	"jogvédo"	"rendori"	0.152448284058249
"35309"	"legutóbbi"	"rendori"	0.10579227847246
"35310"	"tör"	"rendori"	0.157601624146832
"35311"	"esemény"	"rendori"	0.151678007478518
"35312"	"bunözo"	"rendori"	0.173054648686366
"35313"	"folyik"	"rendori"	0.109823371357338
"35314"	"település"	"rendori"	0.158010606211587
"35315"	"falu"	"rendori"	0.277947119265846
"35316"	"feltételez"	"rendori"	0.205045982310895
"35317"	"tettes"	"rendori"	0.130708559442244
"35318"	"nyugalom"	"rendori"	0.108395388655399
"35319"	"testi"	"rendori"	0.110880356952914
"35320"	"lét"	"rendori"	0.114347232658816
"35321"	"szúr"	"rendori"	0.10335838376118
"35322"	"többség"	"rendori"	0.104416857755543
"35323"	"konfliktus"	"rendori"	0.136766586352764
"35324"	"vallomás"	"rendori"	0.226761902117687
"35325"	"roma"	"rendori"	0.391266671625473
"35326"	"nyomozás"	"rendori"	0.16979630432686
"35327"	"megtörténik"	"rendori"	0.107125271148384
"35328"	"incidens"	"rendori"	0.165135432408282
"35329"	"helsinki"	"rendori"	0.3208097612809
"35330"	"feszültség"	"rendori"	0.205221517025618
"35331"	"vallási"	"téma"	0.122921983847047
"35332"	"talál"	"téma"	0.109523784307821
"35333"	"kérdés"	"téma"	0.153298664536787
"35334"	"párizs"	"téma"	0.15080061511175
"35335"	"érintett"	"téma"	0.129195358213273
"35336"	"közszolgálati"	"téma"	0.155045287544265
"35337"	"kerület"	"téma"	0.111459640241427
"35338"	"vita"	"téma"	0.141964299240307
"35339"	"szóló"	"téma"	0.143033740395898
"35340"	"beszél"	"téma"	0.156905591450124
"35341"	"mögött"	"téma"	0.111889253521817
"35342"	"jelez"	"téma"	0.116233362596327
"35343"	"internet"	"téma"	0.13647980581957
"35344"	"beszélgetés"	"téma"	0.105597641641684
"35345"	"látszik"	"téma"	0.134989775178204
"35346"	"mutat"	"téma"	0.115174119057258
"35347"	"gyakorlati"	"téma"	0.100832897903271
"35348"	"zsolt"	"téma"	0.101743863761285
"35349"	"feltétel"	"téma"	0.155532673152334
"35350"	"tétel"	"téma"	0.117871739161592
"35351"	"beszámol"	"téma"	0.128916840714401
"35352"	"egyaránt"	"téma"	0.123927777273465
"35353"	"szakérto"	"téma"	0.114642275170896
"35354"	"médium"	"téma"	0.102804507282057
"35355"	"vallás"	"téma"	0.104895669296187
"35356"	"költözik"	"téma"	0.16247624472534
"35357"	"egyelore"	"téma"	0.136645543884455
"35358"	"antiszemitizmus"	"téma"	0.118918569279679
"35359"	"meglát"	"téma"	0.109612368103178
"35360"	"pozíció"	"téma"	0.107239325078205
"35361"	"csatorna"	"téma"	0.211413829282489
"35362"	"komment"	"téma"	0.121240890149892
"35363"	"palesztin"	"téma"	0.108559012167473
"35364"	"adás"	"téma"	0.101528655083174
"35365"	"zsidóság"	"téma"	0.105752465285494
"35366"	"ellenére"	"téma"	0.134937028700065
"35367"	"film"	"téma"	0.333445775797661
"35368"	"szenvedés"	"téma"	0.118434848557205
"35369"	"stílus"	"téma"	0.103679880260312
"35370"	"szempont"	"téma"	0.157082549371594
"35371"	"gondolkodó"	"téma"	0.114803484201377
"35372"	"forabbi"	"téma"	0.136841504272913
"35373"	"vasárnapi"	"téma"	0.108227167377065
"35374"	"tanuló"	"téma"	0.166096953422008
"35375"	"ostoba"	"berlin"	0.105354997971947
"35376"	"becstelen"	"berlin"	0.100137174287837
"35377"	"berlini"	"berlin"	0.153312663440606
"35378"	"német"	"berlin"	0.153398233670513
"35379"	"péntek"	"berlin"	0.100048511848191
"35380"	"niedermüller"	"berlin"	0.194198324715574
"35381"	"szóvivo"	"berlin"	0.110963401812852
"35382"	"kínai"	"berlin"	0.139425309030914
"35383"	"ingatlan"	"berlin"	0.160356654859692
"35384"	"eldönt"	"berlin"	0.136131294292862
"35385"	"szíriai"	"berlin"	0.166705513767639
"35386"	"szír"	"negyed"	0.108978913084
"35387"	"szintúgy"	"negyed"	0.125252562205874
"35388"	"szar"	"negyed"	0.10405608569353
"35389"	"étterem"	"negyed"	0.110043152065061
"35390"	"óra"	"negyed"	0.162015385593262
"35391"	"hír"	"negyed"	0.110510120588882
"35392"	"go"	"negyed"	0.155602974121353
"35393"	"zóna"	"negyed"	0.1350155668692
"35394"	"merkel"	"negyed"	0.110758925739239
"35395"	"befogad"	"negyed"	0.106405196658817
"35396"	"kossuth"	"negyed"	0.138760746921115
"35397"	"értékrend"	"negyed"	0.103474858208035
"35398"	"vásárol"	"negyed"	0.118021891577483
"35399"	"tonna"	"negyed"	0.153967554702319
"35400"	"támadás"	"negyed"	0.104437665578083
"35401"	"hegy"	"negyed"	0.119453133288209
"35402"	"muzulmán"	"negyed"	0.10825361992628
"35403"	"kegyetlen"	"negyed"	0.101403768066913
"35404"	"kussol"	"negyed"	0.16300942833903
"35405"	"központi"	"negyed"	0.101447982214768
"35406"	"gond"	"alig"	0.139421407025323
"35407"	"ellátás"	"alig"	0.178901953664042
"35408"	"szolgáltatás"	"alig"	0.210886292643762
"35409"	"igény"	"alig"	0.13955243449985
"35410"	"segít"	"alig"	0.143703282460257
"35411"	"nyertes"	"alig"	0.120853307561973
"35412"	"pályázat"	"alig"	0.115066984403994
"35413"	"elozo"	"alig"	0.148703574909055
"35414"	"mind"	"alig"	0.112440927054427
"35415"	"srác"	"alig"	0.106082541980327
"35416"	"párhuzamos"	"alig"	0.115970243450496
"35417"	"szükséges"	"alig"	0.117127189065723
"35418"	"mér"	"alig"	0.102676433247009
"35419"	"kormánypárt"	"alig"	0.144243637459135
"35420"	"tegnapi"	"alig"	0.106512691607323
"35421"	"pesti"	"alig"	0.126820476019475
"35422"	"társadalmi"	"alig"	0.148938327193782
"35423"	"hihetetlen"	"alig"	0.106056286899297
"35424"	"népesség"	"alig"	0.18718285202758
"35425"	"benedek"	"alig"	0.140084610827206
"35426"	"márton"	"alig"	0.118557822417196
"35427"	"agyonlo"	"alig"	0.118614561500495
"35428"	"pártválasztó"	"alig"	0.184077778233829
"35429"	"öreg"	"mer"	0.108525332774646
"35430"	"lány"	"mer"	0.105434172397673
"35431"	"bizony"	"mer"	0.127775561153725
"35432"	"nyilván"	"mer"	0.122606300946872
"35433"	"képtelen"	"mer"	0.150671790157695
"35434"	"house"	"mer"	0.13757828663097
"35435"	"megy"	"megállít"	0.127219419889443
"35436"	"szép"	"megállít"	0.107479593591874
"35437"	"eu"	"megállít"	0.138649549782245
"35438"	"visz"	"megállít"	0.115709019691364
"35439"	"menekült"	"megállít"	0.159937434267631
"35440"	"bécs"	"megállít"	0.133210535225183
"35441"	"nép"	"megállít"	0.10923733403054
"35442"	"elindul"	"megállít"	0.113086441150729
"35443"	"határ"	"megállít"	0.249375023940145
"35444"	"másnap"	"megállít"	0.132560104080716
"35445"	"kerítés"	"megállít"	0.177602050364796
"35446"	"rendori"	"megállít"	0.116649377810392
"35447"	"külso"	"megállít"	0.138402849007567
"35448"	"fal"	"megállít"	0.128582981800161
"35449"	"ellenoriz"	"megállít"	0.107021398783529
"35450"	"international"	"megállít"	0.200667845818469
"35451"	"üt"	"megállít"	0.113851310893869
"35452"	"tagország"	"megállít"	0.210003752247287
"35453"	"látvány"	"megállít"	0.107699720554806
"35454"	"parancs"	"megállít"	0.163053647888384
"35455"	"beenged"	"megállít"	0.107393404339
"35456"	"osztrák"	"megállít"	0.102455888262818
"35457"	"megvéd"	"megállít"	0.108193908757869
"35458"	"eldönt"	"megállít"	0.191515019518885
"35459"	"mindjárt"	"megállít"	0.111671286267436
"35460"	"spanyolország"	"megállít"	0.183196844697773
"35461"	"útvonal"	"megállít"	0.193707918844316
"35462"	"amnesty"	"megállít"	0.19175420601911
"35463"	"mentén"	"megállít"	0.143978407526844
"35464"	"görögország"	"megállít"	0.123244963169353
"35465"	"vonat"	"megállít"	0.153333211220654
"35466"	"folyó"	"megállít"	0.174954543907318
"35467"	"bor"	"megállít"	0.132792299136444
"35468"	"kedves"	"autó"	0.118429886604187
"35469"	"forrás"	"autó"	0.106875662037935
"35470"	"kapu"	"autó"	0.122173772057379
"35471"	"megérkezik"	"autó"	0.109974575421478
"35472"	"férfi"	"autó"	0.132478743710643
"35473"	"rendorség"	"autó"	0.153975504062585
"35474"	"történt"	"autó"	0.112939302799262
"35475"	"old"	"autó"	0.135539926848939
"35476"	"gyilkosság"	"autó"	0.147871196525601
"35477"	"épp"	"autó"	0.109854167795375
"35478"	"követ"	"autó"	0.106240249275447
"35479"	"elmond"	"autó"	0.113914412486065
"35480"	"lakó"	"autó"	0.14420853666726
"35481"	"szerencsétlen"	"autó"	0.102682677115345
"35482"	"rendor"	"autó"	0.155807707530838
"35483"	"buncselekmény"	"autó"	0.134116177125978
"35484"	"tol"	"autó"	0.120665853120963
"35485"	"pap"	"autó"	0.266744419551628
"35486"	"falu"	"autó"	0.166109398186338
"35487"	"északi"	"autó"	0.161789003962602
"35488"	"gyanúsított"	"autó"	0.16432099792884
"35489"	"összefüggés"	"autó"	0.106610072656827
"35490"	"megtámad"	"autó"	0.136509055499637
"35491"	"börtön"	"autó"	0.116339278241711
"35492"	"egység"	"autó"	0.101768464802872
"35493"	"különleges"	"autó"	0.145773159948055
"35494"	"tüntet"	"autó"	0.103976764571347
"35495"	"magyarországi"	"vonatkozó"	0.118185807899509
"35496"	"vég"	"vonatkozó"	0.163893292532196
"35497"	"szolidaritás"	"vonatkozó"	0.103821084398448
"35498"	"ön"	"vonatkozó"	0.104620812109211
"35499"	"tartalom"	"vonatkozó"	0.107140004862785
"35500"	"óta"	"vonatkozó"	0.145241294472865
"35501"	"mérték"	"vonatkozó"	0.188339807049441
"35502"	"nav"	"vonatkozó"	0.108115183358062
"35503"	"véletlen"	"vonatkozó"	0.182034664123755
"35504"	"adat"	"vonatkozó"	0.122053410560572
"35505"	"átlagos"	"vonatkozó"	0.123644978208112
"35506"	"százalékos"	"vonatkozó"	0.236387445961381
"35507"	"tekintet"	"vonatkozó"	0.114085890889359
"35508"	"részletes"	"vonatkozó"	0.112387445858195
"35509"	"magas"	"vonatkozó"	0.133132079439833
"35510"	"adósság"	"vonatkozó"	0.233435561259585
"35511"	"mára"	"vonatkozó"	0.135644025225923
"35512"	"szakasz"	"vonatkozó"	0.198659465643491
"35513"	"ág"	"vonatkozó"	0.138965845440124
"35514"	"megismer"	"vonatkozó"	0.107333870418848
"35515"	"eloírás"	"vonatkozó"	0.149246063461686
"35516"	"követelés"	"vonatkozó"	0.10237531832327
"35517"	"gdp"	"vonatkozó"	0.257726251631535
"35518"	"államadósság"	"vonatkozó"	0.280729641401207
"35519"	"növekedés"	"vonatkozó"	0.158744923838849
"35520"	"arányos"	"vonatkozó"	0.186900573450912
"35521"	"imf"	"vonatkozó"	0.142129093121725
"35522"	"szintúgy"	"felel"	0.107957599621303
"35523"	"munkatárs"	"felel"	0.110644035556463
"35524"	"szám"	"felel"	0.113315447346976
"35525"	"jelenség"	"felel"	0.130990786779088
"35526"	"szavazat"	"felel"	0.115025107587542
"35527"	"tavaly"	"felel"	0.150402878690095
"35528"	"meleg"	"felel"	0.125940226419376
"35529"	"professzor"	"felel"	0.108189004613688
"35530"	"uniós"	"felel"	0.11587806553986
"35531"	"kivétel"	"felel"	0.129592573470725
"35532"	"antiszemitizmus"	"felel"	0.155854382017006
"35533"	"izrael"	"felel"	0.153889862051216
"35534"	"megjegyzés"	"felel"	0.12141715968411
"35535"	"nyilatkozik"	"felel"	0.12100639050499
"35536"	"másképp"	"felel"	0.112617582266646
"35537"	"simicska"	"felel"	0.101730120410959
"35538"	"foleg"	"felel"	0.112952028280218
"35539"	"hollandia"	"felel"	0.180011694575915
"35540"	"tanú"	"felel"	0.102786020233651
"35541"	"incidens"	"felel"	0.289006228556742
"35542"	"emoke"	"felel"	0.124942072067083
"35543"	"isten"	"elveszít"	0.11621119355799
"35544"	"történelem"	"elveszít"	0.166021622930523
"35545"	"érték"	"elveszít"	0.160492488771569
"35546"	"létezik"	"elveszít"	0.10112409224454
"35547"	"száll"	"elveszít"	0.10285590986023
"35548"	"tudás"	"elveszít"	0.191801866478404
"35549"	"közösség"	"elveszít"	0.216914156265596
"35550"	"láb"	"elveszít"	0.105558377717982
"35551"	"sors"	"elveszít"	0.101352611824052
"35552"	"megáll"	"elveszít"	0.168448576931576
"35553"	"bármilyen"	"elveszít"	0.140634666084167
"35554"	"egymás"	"elveszít"	0.131648184482716
"35555"	"jelen"	"elveszít"	0.165965669551566
"35556"	"örökkévalóság"	"elveszít"	0.280620870807134
"35557"	"érdekel"	"elveszít"	0.112560836448572
"35558"	"önálló"	"elveszít"	0.139256364472841
"35559"	"jóval"	"elveszít"	0.111071828666913
"35560"	"veszít"	"elveszít"	0.103880107309171
"35561"	"pillanat"	"elveszít"	0.131882098126134
"35562"	"elmélet"	"elveszít"	0.195424236871821
"35563"	"viselkedik"	"elveszít"	0.151713809093985
"35564"	"fogva"	"elveszít"	0.102377989643828
"35565"	"krisztus"	"elveszít"	0.184017614685732
"35566"	"képesség"	"elveszít"	0.11553704264457
"35567"	"fenyegetés"	"elveszít"	0.102374079720144
"35568"	"nincsen"	"elveszít"	0.135695876761555
"35569"	"tudomány"	"elveszít"	0.119202020840595
"35570"	"végso"	"elveszít"	0.12413356919131
"35571"	"felett"	"elveszít"	0.13788369049858
"35572"	"hegy"	"elveszít"	0.168534676176096
"35573"	"toleráns"	"elveszít"	0.121125274694162
"35574"	"fa"	"elveszít"	0.140392524241856
"35575"	"calais"	"elveszít"	0.104678369420732
"35576"	"tapasztal"	"elveszít"	0.139523298882106
"35577"	"kutya"	"elveszít"	0.213384486460786
"35578"	"vonal"	"elveszít"	0.14133331387686
"35579"	"titok"	"elveszít"	0.119407897292336
"35580"	"tisztel"	"elveszít"	0.141060289890378
"35581"	"nasca"	"elveszít"	0.235869346650455
"35582"	"ha"	"addig"	0.170312043847482
"35583"	"hely"	"addig"	0.141986288810791
"35584"	"esik"	"addig"	0.138256064649728
"35585"	"tisztességes"	"addig"	0.114909592905744
"35586"	"tolvaj"	"addig"	0.167427860595095
"35587"	"szociális"	"addig"	0.182001052658297
"35588"	"munkás"	"addig"	0.184636701591054
"35589"	"csatorna"	"addig"	0.119873946086401
"35590"	"ameddig"	"addig"	0.2193275548555
"35591"	"hirdet"	"addig"	0.101485699284859
"35592"	"oszinte"	"addig"	0.100570906189272
"35593"	"helsinki"	"addig"	0.121874377499324
"35594"	"találkozik"	"riport"	0.121579362264567
"35595"	"jelenlét"	"riport"	0.202031193760617
"35596"	"beszélget"	"riport"	0.121264045248944
"35597"	"hangulat"	"riport"	0.185690155789935
"35598"	"irányít"	"riport"	0.194265383301307
"35599"	"nemrég"	"riport"	0.141244810282136
"35600"	"feljelentés"	"riport"	0.11555549100739
"35601"	"rendori"	"riport"	0.210862071856213
"35602"	"nevetséges"	"riport"	0.118366552546058
"35603"	"keres"	"riport"	0.11833332527934
"35604"	"tör"	"riport"	0.110758526395345
"35605"	"juhász"	"riport"	0.112410786973758
"35606"	"település"	"riport"	0.111186947544682
"35607"	"falu"	"riport"	0.196417446023352
"35608"	"feltételez"	"riport"	0.144586469438374
"35609"	"börtön"	"riport"	0.10908201292447
"35610"	"hiteles"	"riport"	0.158625761673828
"35611"	"szúr"	"riport"	0.110063739780584
"35612"	"roma"	"riport"	0.276737594128653
"35613"	"ingatlan"	"riport"	0.116295159154193
"35614"	"incidens"	"riport"	0.146050142677545
"35615"	"feszültség"	"riport"	0.144770346927177
"35616"	"szabadul"	"riport"	0.118366552546058
"35617"	"bácsi"	"mostantól"	0.114967680978531
"35618"	"meleg"	"mostantól"	0.10619684892817
"35619"	"arany"	"mostantól"	0.142753848833967
"35620"	"végtelen"	"mostantól"	0.105991564968952
"35621"	"tonna"	"mostantól"	0.101372070390806
"35622"	"színész"	"mostantól"	0.121436303372459
"35623"	"spacey"	"mostantól"	0.190360492939053
"35624"	"gender"	"mostantól"	0.134916728444232
"35625"	"ünnep"	"beszámol"	0.12478491419827
"35626"	"számos"	"beszámol"	0.167506997748098
"35627"	"török"	"beszámol"	0.132152354205402
"35628"	"reagál"	"beszámol"	0.112548912541172
"35629"	"orvosi"	"beszámol"	0.160632966414734
"35630"	"számol"	"beszámol"	0.183248546818887
"35631"	"fordul"	"beszámol"	0.117776319132191
"35632"	"párizs"	"beszámol"	0.105870282996021
"35633"	"közlemény"	"beszámol"	0.125852762463762
"35634"	"közszolgálati"	"beszámol"	0.108865969103134
"35635"	"jelenlét"	"beszámol"	0.146270948627151
"35636"	"elmondás"	"beszámol"	0.110333542857083
"35637"	"szállít"	"beszámol"	0.133135831869626
"35638"	"kórház"	"beszámol"	0.16761196994038
"35639"	"hu"	"beszámol"	0.14306905703079
"35640"	"szóló"	"beszámol"	0.171956229440754
"35641"	"eset"	"beszámol"	0.134461990272352
"35642"	"megoszt"	"beszámol"	0.110592857657618
"35643"	"hét"	"beszámol"	0.116763525615816
"35644"	"hvg"	"beszámol"	0.157163982921931
"35645"	"jelez"	"beszámol"	0.105430826997701
"35646"	"milliárd"	"beszámol"	0.108299037351896
"35647"	"botrány"	"beszámol"	0.114651086806833
"35648"	"tanulmány"	"beszámol"	0.212453191507706
"35649"	"nevu"	"beszámol"	0.107342663494318
"35650"	"feljelentés"	"beszámol"	0.134378789618439
"35651"	"téma"	"beszámol"	0.128916840714401
"35652"	"részletes"	"beszámol"	0.137803553664685
"35653"	"információ"	"beszámol"	0.105604877458452
"35654"	"nyár"	"beszámol"	0.102425659969549
"35655"	"muködo"	"beszámol"	0.224870520684131
"35656"	"készült"	"beszámol"	0.131435521655744
"35657"	"egyértelmu"	"beszámol"	0.113504163335432
"35658"	"mértéku"	"beszámol"	0.114926908939355
"35659"	"harcos"	"beszámol"	0.111424403564959
"35660"	"költözik"	"beszámol"	0.114082213941853
"35661"	"összefoglaló"	"beszámol"	0.138595379041598
"35662"	"times"	"beszámol"	0.146951236281047
"35663"	"csatorna"	"beszámol"	0.139483083487684
"35664"	"édesapa"	"beszámol"	0.187489753555073
"35665"	"élelmiszer"	"beszámol"	0.125276204690558
"35666"	"megszólal"	"beszámol"	0.188754953680646
"35667"	"nak"	"beszámol"	0.132864891338374
"35668"	"adás"	"beszámol"	0.121085242102244
"35669"	"film"	"beszámol"	0.209343437628985
"35670"	"tulajdonos"	"beszámol"	0.239458586827609
"35671"	"sztori"	"beszámol"	0.143306909510278
"35672"	"novér"	"beszámol"	0.163126164859318
"35673"	"említett"	"beszámol"	0.107122025877484
"35674"	"ingyenes"	"beszámol"	0.144872473807677
"35675"	"június"	"beszámol"	0.175617904784797
"35676"	"titkos"	"beszámol"	0.181525987961515
"35677"	"lát"	"soha"	0.144056840769507
"35678"	"ismer"	"soha"	0.119311174394189
"35679"	"mély"	"soha"	0.120600369813644
"35680"	"jön"	"soha"	0.117332459187578
"35681"	"hisz"	"soha"	0.130369561446385
"35682"	"akar"	"soha"	0.128118532287316
"35683"	"újságíró"	"soha"	0.232223658885895
"35684"	"világ"	"soha"	0.172125138888396
"35685"	"fut"	"soha"	0.150584478478725
"35686"	"szó"	"soha"	0.12499971539509
"35687"	"élet"	"soha"	0.175772976099383
"35688"	"se"	"soha"	0.100576693911484
"35689"	"ily"	"soha"	0.12910513731792
"35690"	"hasonlít"	"soha"	0.100438126415727
"35691"	"bármelyik"	"soha"	0.102761989957259
"35692"	"pillanat"	"soha"	0.109774691110527
"35693"	"többé"	"soha"	0.164022958824647
"35694"	"konzervatív"	"soha"	0.289618271517776
"35695"	"kedv"	"soha"	0.114286242747355
"35696"	"ellenfél"	"soha"	0.1889162426211
"35697"	"örök"	"soha"	0.159051518490761
"35698"	"ellentmondás"	"soha"	0.123444395921
"35699"	"gyulöl"	"soha"	0.104788739579023
